id,municipio,poblacion_total,poblacion_mayores,porcentaje_mayores
24082,Hospital de Órbigo,981,285,29.050000000000001
24083,Igüeña,1108,360,32.490000000000002
24084,Izagre,146,79,54.109999999999999
24086,Joarilla de las Matas,259,125,48.259999999999998
24087,Laguna Dalga,633,240,37.909999999999997
24088,Laguna de Negrillos,1043,407,39.020000000000003
24089,León,120951,34065,28.16
24090,Lucillo,376,154,40.960000000000001
24091,Luyego,562,271,48.219999999999999
24092,Llamas de la Ribera,810,334,41.229999999999997
24093,Magaz de Cepeda,357,164,45.939999999999998
24094,Mansilla de las Mulas,1679,417,24.84
24095,Mansilla Mayor,327,116,35.469999999999999
24096,Maraña,112,40,35.710000000000001
24097,Matadeón de los Oteros,230,83,36.090000000000003
24098,Matallana de Torío,1269,367,28.920000000000002
24099,Matanza,175,74,42.289999999999999
24100,Molinaseca,851,207,24.32
24101,Murias de Paredes,346,154,44.509999999999998
24102,Noceda del Bierzo,612,219,35.780000000000001
24103,Oencia,267,128,47.939999999999998
24104,"Omañas, Las",248,126,50.810000000000002
24105,Onzonilla,1845,425,23.039999999999999
24106,Oseja de Sajambre,236,80,33.899999999999999
24107,Pajares de los Oteros,235,94,40
24108,Palacios de la Valduerna,366,156,42.619999999999997
24109,Palacios del Sil,886,300,33.859999999999999
24110,Páramo del Sil,1217,392,32.210000000000001
24112,Peranzanes,264,122,46.210000000000001
24113,Pobladura de Pelayo García,372,186,50
24114,"Pola de Gordón, La",2929,1079,36.840000000000003
24115,Ponferrada,63052,15952,25.300000000000001
24116,Posada de Valdeón,420,171,40.710000000000001
24117,Pozuelo del Páramo,408,179,43.869999999999997
24118,Prado de la Guzpeña,103,33,32.039999999999999
24119,Priaranza del Bierzo,742,272,36.659999999999997
24120,Prioro,335,93,27.760000000000002
24121,Puebla de Lillo,666,210,31.530000000000001
24122,Puente de Domingo Flórez,1421,429,30.190000000000001
24123,Quintana del Castillo,709,320,45.130000000000003
24124,Quintana del Marco,353,187,52.969999999999999
24125,Quintana y Congosto,398,199,50
24127,Regueras de Arriba,264,124,46.969999999999999
24129,Reyero,125,48,38.399999999999999
24130,Riaño,475,145,30.530000000000001
24131,Riego de la Vega,731,280,38.299999999999997
24132,Riello,614,273,44.460000000000001
24133,Rioseco de Tapia,386,168,43.520000000000003
24134,"Robla, La",3654,1026,28.079999999999998
24136,Roperuelos del Páramo,511,243,47.549999999999997
24137,Sabero,1088,344,31.620000000000001
24139,Sahagún,2434,792,32.539999999999999
24141,San Adrián del Valle,100,38,38
24142,San Andrés del Rabanedo,29888,6019,20.140000000000001
24143,Sancedo,536,172,32.090000000000003
24144,San Cristóbal de la Polantera,653,253,38.740000000000002
24145,San Emiliano,626,236,37.700000000000003
24146,San Esteban de Nogales,251,127,50.600000000000001
24148,San Justo de la Vega,1765,563,31.899999999999999
24149,San Millán de los Caballeros,176,46,26.140000000000001
24150,San Pedro Bercianos,231,105,45.450000000000003
24151,Santa Colomba de Curueño,495,199,40.200000000000003
24152,Santa Colomba de Somoza,529,190,35.920000000000002
24153,Santa Cristina de Valmadrigal,273,103,37.729999999999997
24154,Santa Elena de Jamuz,1046,364,34.799999999999997
24155,Santa María de la Isla,462,218,47.189999999999998
24156,Santa María del Monte de Cea,215,105,48.840000000000003
24157,Santa María del Páramo,3065,805,26.260000000000002
24158,Santa María de Ordás,333,130,39.039999999999999
24159,Santa Marina del Rey,1801,708,39.310000000000002
24160,Santas Martas,753,237,31.469999999999999
24161,Santiago Millas,352,93,26.420000000000002
24162,Santovenia de la Valdoncina,2084,450,21.59
24163,Sariegos,5306,987,18.600000000000001
24164,Sena de Luna,375,131,34.93
24165,Sobrado,294,151,51.359999999999999
24166,Soto de la Vega,1490,506,33.960000000000001
24167,Soto y Amío,753,265,35.189999999999998
24168,Toral de los Guzmanes,513,180,35.090000000000003
24169,Toreno,2980,896,30.07
24170,Torre del Bierzo,2068,637,30.800000000000001
24171,Trabadelo,338,131,38.759999999999998
24172,Truchas,418,159,38.039999999999999
24173,Turcia,993,408,41.090000000000003
24174,Urdiales del Páramo,466,193,41.420000000000002
24175,Valdefresno,2280,589,25.829999999999998
24176,Valdefuentes del Páramo,315,122,38.729999999999997
24177,Valdelugueros,501,142,28.34
24178,Valdemora,64,25,39.060000000000002
24179,Valdepiélago,293,95,32.420000000000002
24180,Valdepolo,1190,449,37.729999999999997
24181,Valderas,1566,534,34.100000000000001
24182,Valderrey,422,183,43.359999999999999
24183,Valderrueda,820,263,32.07
24184,Valdesamario,186,80,43.009999999999998
24185,Val de San Lorenzo,493,182,36.920000000000002
24187,Valdevimbre,928,332,35.780000000000001
24188,Valencia de Don Juan,5176,1109,21.43
24189,Valverde de la Virgen,7559,1208,15.98
24190,Valverde-Enrique,152,79,51.969999999999999
24191,Vallecillo,114,42,36.840000000000003
24193,"Vecilla, La",411,138,33.579999999999998
24194,Vegacervera,266,87,32.710000000000001
24196,Vega de Espinareda,2018,666,33
24197,Vega de Infanzones,835,263,31.5
24198,Vega de Valcarce,579,229,39.549999999999997
24199,Vegaquemada,428,187,43.689999999999998
24201,Vegas del Condado,1154,431,37.350000000000001
24202,Villablino,8086,2208,27.309999999999999
24203,Villabraz,99,45,45.450000000000003
24205,Villadangos del Páramo,1221,298,24.41
24206,Toral de los Vados,1792,597,33.310000000000002
24207,Villademor de la Vega,290,114,39.310000000000002
24209,Villafranca del Bierzo,2756,1068,38.75
24210,Villagatón,650,210,32.310000000000002
24211,Villamandos,288,112,38.890000000000001
24212,Villamañán,1076,430,39.960000000000001
24213,Villamartín de Don Sancho,156,62,39.740000000000002
24214,Villamejil,677,290,42.840000000000003
24215,Villamol,144,51,35.420000000000002
24216,Villamontán de la Valduerna,701,323,46.079999999999998
24217,Villamoratiel de las Matas,131,51,38.93
24218,Villanueva de las Manzanas,499,194,38.880000000000003
24219,Villaobispo de Otero,537,194,36.130000000000003
24221,Villaquejida,808,265,32.799999999999997
24222,Villaquilambre,18589,2733,14.699999999999999
24223,Villarejo de Órbigo,2930,932,31.809999999999999
24224,Villares de Órbigo,575,252,43.829999999999998
24225,Villasabariego,1127,327,29.02
24226,Villaselán,185,76,41.079999999999998
24227,Villaturiel,1878,533,28.379999999999999
24228,Villazala,619,255,41.200000000000003
24229,Villazanzo de Valderaduey,385,177,45.969999999999999
24230,Zotes del Páramo,412,184,44.659999999999997
24901,Villamanín,905,290,32.039999999999999
24902,Villaornate y Castro,333,158,47.450000000000003
25001,Abella de la Conca,167,42,25.149999999999999
25002,Àger,580,170,29.309999999999999
25003,Agramunt,5479,1107,20.199999999999999
25004,"Alamús, Els",781,168,21.510000000000002
25005,Alàs i Cerc,329,96,29.18
25006,"Albagés, L&apos;",348,101,29.02
25007,Albatàrrec,2217,282,12.720000000000001
25008,Albesa,1579,364,23.050000000000001
25009,"Albi, L&apos;",755,235,31.129999999999999
25010,Alcanó,240,60,25
25011,Alcarràs,9637,1236,12.83
25012,Alcoletge,3470,460,13.26
25013,Alfarràs,2795,676,24.190000000000001
25014,Alfés,300,86,28.670000000000002
25015,Algerri,422,146,34.600000000000001
25016,Alguaire,3040,681,22.399999999999999
25017,Alins,285,81,28.420000000000002
25019,Almacelles,6922,1360,19.649999999999999
25020,Almatret,302,114,37.75
25021,Almenar,3401,789,23.199999999999999
25022,Alòs de Balaguer,121,39,32.229999999999997
25023,Alpicat,6333,970,15.32
25024,Alt Àneu,441,99,22.449999999999999
25025,Naut Aran,1923,288,14.98
25027,Anglesola,1350,317,23.48
25029,Arbeca,2100,568,27.050000000000001
25030,"Pont de Bar, El",163,39,23.93
25031,Arres,61,8,13.109999999999999
25032,Arsèguel,80,14,17.5
25033,Artesa de Lleida,1505,302,20.07
25034,Artesa de Segre,3470,751,21.640000000000001
25035,"Sentiu de Sió, La",417,130,31.18
25036,Aspa,221,70,31.670000000000002
25037,"Avellanes i Santa Linya, Les",459,151,32.899999999999999
25038,Aitona,2521,550,21.82
25039,Baix Pallars,345,86,24.93
25040,Balaguer,17460,3117,17.850000000000001
25041,Barbens,979,218,22.27
25042,"Baronia de Rialb, La",229,74,32.310000000000002
25043,"Vall de Boí, La",1090,193,17.710000000000001
25044,Bassella,223,60,26.91
25045,Bausen,66,26,39.390000000000001
25046,Belianes,508,153,30.120000000000001
25047,Bellcaire d&apos;Urgell,1229,331,26.93
25048,Bell-lloc d&apos;Urgell,2342,473,20.199999999999999
25049,Bellmunt d&apos;Urgell,178,44,24.719999999999999
25050,Bellpuig,5168,989,19.140000000000001
25051,Bellver de Cerdanya,2176,462,21.23
25052,Bellvís,2243,539,24.030000000000001
25053,Benavent de Segrià,1563,239,15.289999999999999
25055,Biosca,182,57,31.32
25056,Bovera,263,92,34.979999999999997
25057,"Bòrdes, Es",282,48,17.02
25058,"Borges Blanques, Les",6248,1358,21.73
25059,Bossòst,1121,218,19.449999999999999
25060,Cabanabona,62,24,38.710000000000001
25061,Cabó,98,29,29.59
25062,Camarasa,786,241,30.66
25063,Canejan,92,22,23.91
25064,Castellar de la Ribera,135,30,22.219999999999999
25067,Castelldans,895,229,25.59
25068,Castellnou de Seana,715,192,26.850000000000001
25069,Castelló de Farfanya,508,145,28.539999999999999
25070,Castellserà,961,291,30.280000000000001
25071,Cava,51,17,33.329999999999998
25072,Cervera,9393,1602,17.059999999999999
25073,Cervià de les Garrigues,642,188,29.280000000000001
25074,Ciutadilla,190,62,32.630000000000003
25075,Clariana de Cardener,162,30,18.52
25076,"Cogul, El",151,57,37.75
25077,Coll de Nargó,548,156,28.469999999999999
25078,Corbins,1462,288,19.699999999999999
25079,Cubells,356,100,28.09
25081,"Espluga Calba, L&apos;",331,111,33.530000000000001
25082,Espot,377,77,20.420000000000002
25085,Estaràs,169,47,27.809999999999999
25086,Esterri d&apos;Àneu,841,133,15.81
25087,Esterri de Cardós,62,11,17.739999999999998
25088,Estamariu,128,38,29.690000000000001
25089,Farrera,121,30,24.789999999999999
25092,"Floresta, La",154,42,27.27
25093,Fondarella,778,159,20.440000000000001
25094,Foradada,191,51,26.699999999999999
25096,"Fuliola, La",1238,289,23.34
25097,Fulleda,98,38,38.780000000000001
25098,Gavet de la Conca,261,96,36.780000000000001
25099,Golmés,1893,357,18.859999999999999
25100,Gósol,233,66,28.329999999999998
25101,"Granadella, La",724,204,28.18
25102,"Granja d&apos;Escarp, La",923,225,24.379999999999999
25103,Granyanella,136,47,34.560000000000002
25104,Granyena de Segarra,157,47,29.940000000000001
25105,Granyena de les Garrigues,147,50,34.009999999999998
25109,Guimerà,261,95,36.399999999999999
25110,Guissona,7390,723,9.7799999999999994
25111,Guixers,132,40,30.300000000000001
25112,Ivars de Noguera,327,82,25.079999999999998
25113,Ivars d&apos;Urgell,1560,430,27.559999999999999
25114,Ivorra,100,33,33
25115,Isona i Conca Dellà,1057,331,31.32
25118,Juncosa,401,116,28.93
25119,Juneda,3558,767,21.559999999999999
25120,Lleida,140797,26035,18.489999999999998
25121,Les,970,139,14.33
25122,Linyola,2723,577,21.190000000000001
25123,Lladorre,254,67,26.379999999999999
25124,Lladurs,190,55,28.949999999999999
25125,Llardecans,421,145,34.439999999999998
25126,Llavorsí,343,80,23.32
25127,Lles de Cerdanya,286,71,24.829999999999998
25128,Llimiana,146,49,33.560000000000002
25129,Llobera,202,57,28.219999999999999
25130,Maldà,234,78,33.329999999999998
25131,Massalcoreig,589,139,23.600000000000001
25132,Massoteres,220,35,15.91
25133,Maials,911,261,28.649999999999999
25134,Menàrguens,774,199,25.710000000000001
25135,Miralcamp,1364,292,21.41
25136,"Molsosa, La",99,33,33.329999999999998
25137,Mollerussa,14730,2166,14.699999999999999
25138,Montgai,647,206,31.84
25139,Montellà i Martinet,615,151,24.550000000000001
25140,Montferrer i Castellbò,1083,219,20.219999999999999
25141,Montoliu de Segarra,180,48,26.670000000000002
25142,Montoliu de Lleida,494,123,24.899999999999999
25143,Montornès de Segarra,92,36,39.130000000000003
25145,Nalec,95,40,42.109999999999999
25146,Navès,305,62,20.329999999999998
25148,Odèn,252,82,32.539999999999999
25149,Oliana,1849,521,28.18
25150,Oliola,196,51,26.02
25151,Olius,985,178,18.07
25152,"Oluges, Les",166,60,36.140000000000001
25153,"Omellons, Els",198,72,36.359999999999999
25154,"Omells de na Gaia, Els",127,33,25.98
25155,Organyà,796,209,26.260000000000002
25156,Os de Balaguer,1046,200,19.120000000000001
25157,Ossó de Sió,193,55,28.5
25158,"Palau d&apos;Anglesola, El",2191,402,18.350000000000001
25161,Conca de Dalt,427,134,31.379999999999999
25163,"Coma i la Pedra, La",278,62,22.300000000000001
25164,Penelles,430,124,28.84
25165,Peramola,348,92,26.440000000000001
25166,Pinell de Solsonès,190,55,28.949999999999999
25167,Pinós,291,75,25.77
25168,"Poal, El",667,168,25.190000000000001
25169,"Pobla de Cérvoles, La",209,67,32.060000000000002
25170,Bellaguarda,288,90,31.25
25171,"Pobla de Segur, La",3055,790,25.859999999999999
25172,Ponts,2661,579,21.760000000000002
25173,"Pont de Suert, El",2336,477,20.420000000000002
25174,"Portella, La",718,143,19.920000000000002
25175,Prats i Sansor,260,54,20.77
25176,Preixana,404,111,27.48
25177,Preixens,422,139,32.939999999999998
25179,Prullans,264,60,22.73
25180,Puiggròs,257,70,27.239999999999998
25181,Puigverd d&apos;Agramunt,253,54,21.34
25182,Puigverd de Lleida,1398,260,18.600000000000001
25183,Rialp,675,109,16.149999999999999
25185,Ribera d&apos;Urgellet,920,183,19.890000000000001
25186,Riner,280,79,28.210000000000001
25189,Rosselló,3278,488,14.890000000000001
25190,Salàs de Pallars,345,83,24.059999999999999
25191,Sanaüja,392,110,28.059999999999999
25192,Sant Guim de Freixenet,1120,271,24.199999999999999
25193,Sant Llorenç de Morunys,1000,306,30.600000000000001
25194,Sant Ramon,480,161,33.539999999999999
25196,Sant Esteve de la Sarga,123,45,36.590000000000003
25197,Sant Guim de la Plana,182,52,28.57
25200,Sarroca de Lleida,365,120,32.880000000000003
25201,Sarroca de Bellera,113,38,33.630000000000003
25202,Senterada,161,28,17.390000000000001
25203,"Seu d&apos;Urgell, La",12261,2419,19.73
25204,Seròs,1890,397,21.010000000000002
25205,Sidamon,759,128,16.859999999999999
25206,"Soleràs, El",330,102,30.91
25207,Solsona,9131,1725,18.890000000000001
25208,Soriguera,429,61,14.220000000000001
25209,Sort,2192,434,19.800000000000001
25210,Soses,1784,353,19.789999999999999
25211,Sudanell,873,205,23.48
25212,Sunyer,332,67,20.18
25215,Talarn,562,98,17.440000000000001
25216,Talavera,291,89,30.579999999999998
25217,Tàrrega,17810,2902,16.289999999999999
25218,Tarrés,105,29,27.620000000000001
25219,Tarroja de Segarra,175,50,28.57
25220,Térmens,1363,331,24.280000000000001
25221,Tírvia,132,39,29.550000000000001
25222,Tiurana,71,22,30.989999999999998
25223,Torà,1224,297,24.260000000000002
25224,"Torms, Els",149,51,34.229999999999997
25225,Tornabous,847,200,23.609999999999999
25226,Torrebesses,300,82,27.329999999999998
25227,"Torre de Cabdella, La",764,245,32.07
25228,Torrefarrera,4730,627,13.26
25230,Torregrossa,2155,530,24.59
25231,Torrelameu,765,161,21.050000000000001
25232,Torres de Segre,2248,434,19.309999999999999
25233,Torre-serona,387,79,20.41
25234,Tremp,5847,1318,22.539999999999999
25238,Vallbona de les Monges,227,79,34.799999999999997
25239,"Valls de Valira, Les",794,166,20.91
25240,Vallfogona de Balaguer,1935,381,19.690000000000001
25242,Verdú,851,242,28.440000000000001
25243,Vielha e Mijaran,5581,834,14.94
25244,Vilagrassa,605,104,17.190000000000001
25245,Vilaller,532,130,24.440000000000001
25247,Vilamòs,172,23,13.369999999999999
25248,Vilanova de Bellpuig,1179,342,29.010000000000002
25249,Vilanova de l&apos;Aguda,200,64,32
25250,Vilanova de Meià,413,121,29.300000000000001
25251,Vilanova de Segrià,1021,197,19.289999999999999
25252,Vila-sana,767,135,17.600000000000001
25253,"Vilosell, El",195,74,37.950000000000003
25254,Vilanova de la Barca,1110,238,21.440000000000001
25255,Vinaixa,465,157,33.759999999999998
25901,Vall de Cardós,386,103,26.68
25902,Sant Martí de Riucorb,646,207,32.039999999999999
25903,"Guingueta d&apos;Àneu, La",298,71,23.829999999999998
25904,Castell de Mur,171,56,32.75
25905,Ribera d&apos;Ondara,441,118,26.760000000000002
25906,"Valls d&apos;Aguilar, Les",274,81,29.559999999999999
25907,Torrefeta i Florejacs,621,168,27.050000000000001
25908,Fígols i Alinyà,266,77,28.949999999999999
25909,"Vansa i Fórnols, La",166,53,31.93
25910,Josa i Tuixén,105,32,30.48
25911,"Plans de Sió, Els",490,146,29.800000000000001
25912,Gimenells i el Pla de la Font,1109,256,23.079999999999998
25913,Riu de Cerdanya,100,31,31
26001,Ábalos,260,70,26.920000000000002
26002,Agoncillo,1175,247,21.02
26003,Aguilar del Río Alhama,442,150,33.939999999999998
26004,Ajamil de Cameros,68,28,41.18
26005,Albelda de Iregua,3591,730,20.329999999999998
26006,Alberite,2582,485,18.780000000000001
26007,Alcanadre,647,180,27.82
26008,Aldeanueva de Ebro,2786,629,22.579999999999998
26009,Alesanco,481,136,28.27
26010,Alesón,90,37,41.109999999999999
26011,Alfaro,9727,2166,22.27
26012,Almarza de Cameros,37,12,32.43
26013,Anguciana,446,77,17.260000000000002
26014,Anguiano,524,235,44.850000000000001
26015,Arenzana de Abajo,267,87,32.579999999999998
26016,Arenzana de Arriba,36,15,41.670000000000002
26017,Arnedillo,450,101,22.440000000000001
26018,Arnedo,15017,3096,20.620000000000001
26019,Arrúbal,568,107,18.84
26020,Ausejo,786,178,22.649999999999999
26021,Autol,4788,827,17.27
26022,Azofra,209,84,40.189999999999998
26023,Badarán,500,182,36.399999999999999
26024,Bañares,206,89,43.200000000000003
26025,Baños de Rioja,82,33,40.240000000000002
26026,Baños de Río Tobía,1589,397,24.98
26027,Berceo,143,57,39.859999999999999
26028,Bergasa,160,50,31.25
26029,Bergasillas Bajera,33,12,36.359999999999999
26030,Bezares,25,5,20
26031,Bobadilla,93,39,41.939999999999998
26032,Brieva de Cameros,46,14,30.43
26033,Briñas,190,38,20
26034,Briones,722,226,31.300000000000001
26035,Cabezón de Cameros,19,5,26.32
26036,Calahorra,24654,4715,19.120000000000001
26037,Camprovín,171,55,32.159999999999997
26038,Canales de la Sierra,83,27,32.530000000000001
26039,Canillas de Río Tuerto,40,14,35
26040,Cañas,89,29,32.579999999999998
26041,Cárdenas,128,59,46.090000000000003
26042,Casalarreina,1074,259,24.120000000000001
26043,Castañares de Rioja,395,135,34.18
26044,Castroviejo,48,13,27.079999999999998
26045,Cellorigo,9,5,55.560000000000002
26046,Cenicero,2073,504,24.309999999999999
26047,Cervera del Río Alhama,2273,742,32.640000000000001
26048,Cidamón,23,5,21.739999999999998
26049,Cihuri,186,42,22.579999999999998
26050,Cirueña,194,47,24.23
26051,Clavijo,300,76,25.329999999999998
26052,Cordovín,153,68,44.439999999999998
26053,Corera,286,84,29.370000000000001
26054,Cornago,310,139,44.840000000000003
26055,Corporales,36,15,41.670000000000002
26056,Cuzcurrita de Río Tirón,526,132,25.100000000000001
26057,Daroca de Rioja,56,17,30.359999999999999
26058,Enciso,172,54,31.399999999999999
26059,Entrena,1632,331,20.280000000000001
26060,Estollo,82,39,47.560000000000002
26061,Ezcaray,2055,479,23.309999999999999
26062,Foncea,93,32,34.409999999999997
26063,Fonzaleche,138,38,27.539999999999999
26064,Fuenmayor,3227,557,17.260000000000002
26065,Galbárruli,75,15,20
26066,Galilea,387,80,20.670000000000002
26067,Gallinero de Cameros,17,3,17.649999999999999
26068,Gimileo,109,31,28.440000000000001
26069,Grañón,250,110,44
26070,Grávalos,178,52,29.210000000000001
26071,Haro,11634,2343,20.140000000000001
26072,Herce,321,90,28.039999999999999
26073,Herramélluri,104,38,36.539999999999999
26074,Hervías,127,49,38.579999999999998
26075,Hormilla,443,123,27.77
26076,Hormilleja,132,57,43.18
26077,Hornillos de Cameros,23,3,13.039999999999999
26078,Hornos de Moncalvillo,95,35,36.840000000000003
26079,Huércanos,860,242,28.140000000000001
26080,Igea,639,197,30.829999999999998
26081,Jalón de Cameros,22,10,45.450000000000003
26082,Laguna de Cameros,109,44,40.369999999999997
26083,Lagunilla del Jubera,334,129,38.619999999999997
26084,Lardero,11094,1479,13.33
26086,Ledesma de la Cogolla,16,9,56.25
26087,Leiva,238,96,40.340000000000003
26088,Leza de Río Leza,40,17,42.5
26089,Logroño,150020,32512,21.670000000000002
26091,Lumbreras de Cameros,144,68,47.219999999999999
26092,Manjarrés,110,47,42.729999999999997
26093,Mansilla de la Sierra,52,17,32.689999999999998
26094,Manzanares de Rioja,58,25,43.100000000000001
26095,Matute,93,38,40.859999999999999
26096,Medrano,339,73,21.530000000000001
26098,Munilla,109,26,23.850000000000001
26099,Murillo de Río Leza,1609,381,23.68
26100,Muro de Aguas,63,19,30.16
26101,Muro en Cameros,35,16,45.710000000000001
26102,Nájera,8069,1724,21.370000000000001
26103,Nalda,1210,271,22.399999999999999
26104,Navajún,9,2,22.219999999999999
26105,Navarrete,3016,528,17.510000000000002
26106,Nestares,87,30,34.479999999999997
26107,Nieva de Cameros,86,27,31.399999999999999
26108,Ocón,315,130,41.270000000000003
26109,Ochánduri,79,33,41.770000000000003
26110,Ojacastro,187,71,37.969999999999999
26111,Ollauri,311,93,29.899999999999999
26112,Ortigosa de Cameros,219,86,39.270000000000003
26113,Pazuengos,27,12,44.439999999999998
26114,Pedroso,89,41,46.07
26115,Pinillos,21,12,57.140000000000001
26117,Pradejón,3853,618,16.039999999999999
26118,Pradillo,65,19,29.23
26119,Préjano,204,50,24.510000000000002
26120,Quel,2088,502,24.039999999999999
26121,Rabanera,31,11,35.479999999999997
26122,"Rasillo de Cameros, El",145,40,27.59
26123,"Redal, El",150,59,39.329999999999998
26124,Ribafrecha,1027,291,28.329999999999998
26125,Rincón de Soto,3942,775,19.66
26126,Robres del Castillo,26,15,57.689999999999998
26127,Rodezno,212,81,38.210000000000001
26128,Sajazarra,124,32,25.809999999999999
26129,San Asensio,1113,384,34.5
26130,San Millán de la Cogolla,216,75,34.719999999999999
26131,San Millán de Yécora,34,22,64.709999999999994
26132,San Román de Cameros,126,33,26.190000000000001
26134,Santa Coloma,92,31,33.700000000000003
26135,Santa Engracia del Jubera,181,52,28.73
26136,Santa Eulalia Bajera,111,24,21.620000000000001
26138,Santo Domingo de la Calzada,6242,1411,22.600000000000001
26139,San Torcuato,69,27,39.130000000000003
26140,Santurde de Rioja,277,95,34.299999999999997
26141,Santurdejo,100,46,46
26142,San Vicente de la Sonsierra,1031,260,25.219999999999999
26143,Sojuela,570,73,12.81
26144,Sorzano,225,66,29.329999999999998
26145,Sotés,267,83,31.09
26146,Soto en Cameros,81,32,39.509999999999998
26147,Terroba,37,17,45.950000000000003
26148,Tirgo,178,63,35.390000000000001
26149,Tobía,50,14,28
26150,Tormantos,114,53,46.490000000000002
26151,Torrecilla en Cameros,427,149,34.890000000000001
26152,Torrecilla sobre Alesanco,48,13,27.079999999999998
26153,Torre en Cameros,10,4,40
26154,Torremontalbo,9,1,11.109999999999999
26155,Treviana,144,71,49.310000000000002
26157,Tricio,371,101,27.219999999999999
26158,Tudelilla,320,107,33.439999999999998
26160,Uruñuela,984,211,21.440000000000001
26161,Valdemadera,13,5,38.460000000000001
26162,Valgañón,141,39,27.66
26163,Ventosa,205,43,20.98
26164,Ventrosa,53,23,43.399999999999999
26165,Viguera,390,103,26.41
26166,Villalba de Rioja,162,46,28.399999999999999
26167,Villalobar de Rioja,67,25,37.310000000000002
26168,Villamediana de Iregua,8745,836,9.5600000000000005
26169,Villanueva de Cameros,72,29,40.280000000000001
26170,"Villar de Arnedo, El",593,178,30.02
26171,Villar de Torre,162,71,43.829999999999998
26172,Villarejo,34,13,38.240000000000002
26173,Villarroya,5,4,80
26174,Villarta-Quintana,136,55,40.439999999999998
26175,Villavelayo,40,18,45
26176,Villaverde de Rioja,55,32,58.18
26177,Villoslada de Cameros,351,103,29.34
26178,Viniegra de Abajo,79,24,30.379999999999999
26179,Viniegra de Arriba,39,20,51.280000000000001
26180,Zarratón,258,74,28.68
26181,Zarzosa,12,7,58.329999999999998
26183,Zorraquín,91,22,24.18
27001,Abadín,2259,934,41.350000000000001
27002,Alfoz,1585,631,39.810000000000002
27003,Antas de Ulla,1918,739,38.530000000000001
27004,Baleira,1158,463,39.979999999999997
27005,Barreiros,3020,976,32.32
27006,Becerreá,2755,1002,36.369999999999997
27007,Begonte,2951,1083,36.700000000000003
27008,Bóveda,1414,551,38.969999999999999
27009,Carballedo,2065,899,43.539999999999999
27010,Castro de Rei,5033,1629,32.369999999999997
27011,Castroverde,2592,917,35.380000000000003
27012,Cervantes,1250,570,45.600000000000001
27013,Cervo,4192,1294,30.870000000000001
27014,"Corgo, O",3429,1324,38.609999999999999
27015,Cospeito,4342,1511,34.799999999999997
27016,Chantada,8083,2487,30.77
27017,Folgoso do Courel,985,424,43.049999999999997
27018,"Fonsagrada, A",3265,1331,40.770000000000003
27019,Foz,10118,2694,26.629999999999999
27020,Friol,3627,1312,36.170000000000002
27021,Xermade,1768,648,36.649999999999999
27022,Guitiriz,5328,1702,31.940000000000001
27023,Guntín,2627,1059,40.310000000000002
27024,"Incio, O",1536,693,45.119999999999997
27025,Xove,3352,941,28.07
27026,Láncara,2501,893,35.710000000000001
27027,Lourenzá,2115,707,33.43
27028,Lugo,97211,22535,23.18
27029,Meira,1742,529,30.370000000000001
27030,Mondoñedo,3503,1248,35.630000000000003
27031,Monforte de Lemos,18081,5350,29.59
27032,Monterroso,3585,1169,32.609999999999999
27033,Muras,606,242,39.93
27034,Navia de Suarna,997,482,48.350000000000001
27035,Negueira de Muñiz,228,58,25.440000000000001
27037,"Nogais, As",991,426,42.990000000000002
27038,Ourol,999,396,39.640000000000001
27039,Outeiro de Rei,5296,1349,25.469999999999999
27040,Palas de Rei,3319,1239,37.329999999999998
27041,Pantón,2435,1140,46.82
27042,Paradela,1683,720,42.780000000000001
27043,"Páramo, O",1322,499,37.75
27044,"Pastoriza, A",2879,1014,35.219999999999999
27045,Pedrafita do Cebreiro,936,419,44.759999999999998
27046,Pol,1612,602,37.340000000000003
27047,"Pobra do Brollón, A",1551,743,47.899999999999999
27048,"Pontenova, A",2191,818,37.329999999999998
27049,Portomarín,1352,538,39.789999999999999
27050,Quiroga,3125,1248,39.939999999999998
27051,Ribadeo,9811,2544,25.93
27052,Ribas de Sil,937,409,43.649999999999999
27053,Ribeira de Piquín,500,227,45.399999999999999
27054,Riotorto,1187,495,41.700000000000003
27055,Samos,1202,509,42.350000000000001
27056,Rábade,1503,385,25.620000000000001
27057,Sarria,13214,3611,27.329999999999998
27058,"Saviñao, O",3547,1520,42.850000000000001
27059,Sober,2213,990,44.740000000000002
27060,Taboada,2646,1118,42.25
27061,Trabada,1107,439,39.659999999999997
27062,Triacastela,629,227,36.090000000000003
27063,"Valadouro, O",1938,686,35.399999999999999
27064,"Vicedo, O",1665,621,37.299999999999997
27065,Vilalba,13881,4137,29.800000000000001
27066,Viveiro,15231,4016,26.370000000000001
27901,Baralla,2436,951,39.039999999999999
27902,Burela,9430,1916,20.32
28001,"Acebeda, La",62,30,48.390000000000001
28002,Ajalvir,4751,541,11.390000000000001
28003,Alameda del Valle,241,61,25.309999999999999
28004,"Álamo, El",10123,1891,18.68
28005,Alcalá de Henares,196888,37456,19.02
28006,Alcobendas,117041,20221,17.280000000000001
28007,Alcorcón,170296,38796,22.780000000000001
28008,Aldea del Fresno,3227,630,19.52
28009,Algete,20767,2915,14.039999999999999
28010,Alpedrete,15006,2128,14.18
28011,Ambite,648,142,21.91
28012,Anchuelo,1354,184,13.59
28013,Aranjuez,59762,10345,17.309999999999999
28014,Arganda del Rey,57553,7506,13.039999999999999
